ID,log_10(M*),log_10(Mgas),log_10(Mbary),log_10(Mdyn),Mg,Tidal index Θ,log_10(sSFR),log_10(M*/Mgas),log_10(M*/Mdyn),log_10(Mbary/Mdyn),AM star,AM DM,T_DM,e_DM,f_DM,T_*,e_*,f_*,β_*,σ_z/σ_r,σ_θ/σ_r,V/σ,λRe,h3,h4,class
839963,8.480684591,8.825411364,8.987419945,10.26993395,-15.7735,2.194430693,-10.24027014,-0.3447267731,-1.789249363,-1.282514009,54.84459911,81.26617521,0.3463625202,0.2186763957,0.3078543274,0.3625655815,0.4859380556,0.7372203239,0.1927104502,0.8413395274,1.035126055,,,,,0
849721,8.475390503,8.523624548,8.801206805,10.21739533,-15.8063,2.215218278,-10.0976964,-0.04823404518,-1.742004824,-1.416188522,30.96533831,24.50843762,0.3139631431,0.2208332161,0.3346997623,0.946958135,0.8322424882,0.3552723626,0.05024094832,0.85600046,1.048257862,0.257531,0.160185,0.002852,0.001698,0
892468,8.635400915,8.853329992,9.058924001,9.798967314,-16.2631,2.519392906,-10.66133019,-0.217929077,-1.163566399,-0.7400433135,5.463359401,12.05759421,0.8006325196,0.6013070161,0.3755348262,0.9881057441,0.9581036915,0.3670064674,0.01667433719,0.868388021,1.014884566,0.205617,0.180859,-0.040976,-0.144271,0
599244,9.37396937,10.47383727,10.50704261,11.47062719,-18.1165,-0.170289151,-10.14628316,-1.099867897,-2.096657815,-0.9635845763,304.1388877,1081.428517,0.6160073506,0.4526842146,0.4008291181,,,,-0.2836968423,0.5121659192,0.792204674,1.385495,0.795188,0.002073,0.021661,1
599245,9.369632194,10.07606661,10.15401266,10.9895577,-18.4592,-0.190523727,-9.941596262,-0.7064344111,-1.619925504,-0.835545039,141.2004225,374.4968753,0.2379877398,0.3069677901,0.5771481963,0.9190422834,0.9070965439,0.6396061282,0.01926387617,0.8007032099,1.162910898,0.183465,0.144196,-0.000557,-0.01599,1
608528,9.430414536,10.47743987,10.51476182,11.37359932,-18.9543,0.06098094417,-9.742291168,-1.047025331,-1.943184787,-0.8588375024,220.7007602,721.0609854,0.3850522196,0.4336051937,0.6081061072,,,,0.01519793852,0.7684449558,0.9240339652,0.2668,0.233353,0.014743,0.049238,1
608529,9.359218148,10.21036717,10.26760734,11.220658,-18.7429,0.11080888,-9.903377838,-0.8511490212,-1.861439855,-0.9530506649,136.3731573,422.7872055,0.4954261147,0.4499736987,0.5084968605,0.9332973437,0.9044545283,0.5668366583,0.127715559,0.7552488414,0.996037573,0.686072,0.532592,0.002237,0.045287,1
631790,9.403856271,10.4751778,10.51054958,11.41813135,-19.0159,-0.8640848192,-9.768701385,-1.071321533,-2.014275082,-0.907581773,385.7068137,1045.968576,0.5222910497,0.4849698807,0.5303529982,0.9609533462,0.9662920512,0.7565872026,0.4779337255,0.6453091723,0.7842782513,0.848298,0.604238,0.007408,0.03746,1
654481,9.487116271,10.27912682,10.34412059,11.35444588,-18.9322,-0.07680090619,-9.850340612,-0.7920105535,-1.86732961,-1.010325294,44.07352284,366.4940504,0.5089654833,0.3461340586,0.3623828745,,,,0.1173124433,0.7921664118,1.017004189,0.878796,0.634957,-0.0078,0.038408,1
656313,9.367268541,10.04009527,10.12374448,11.17399985,-18.3096,-0.0203423014,-10.04570739,-0.6728267277,-1.806731309,-1.050255367,165.4059772,720.1348207,0.7981114072,0.703640377,0.4980539686,,,,0.4823917754,0.5985220271,0.8144531796,0.82085,0.560639,-0.066983,0.06233,1
656798,9.376602876,10.48018258,10.51311578,11.31306097,-18.8332,-0.4418327505,-9.639123185,-1.103579703,-1.936458098,-0.7999451931,350.1663248,862.4178599,0.2656704545,0.3276787373,0.5766166915,0.5807593907,0.6460620318,0.7191526658,0.00445977804,1.014667311,0.9357927652,0.748138,0.567584,-0.01668,0.02475,1
658721,9.519501718,10.39198457,10.44664637,11.31926518,-18.992,-0.3088992913,-9.844627723,-0.8724828487,-1.799763462,-0.8726188126,294.9004224,649.5361766,0.108998757,0.1653380639,0.4793138295,0.9529646391,0.7949084113,0.291068943,0.1166220792,0.7529429979,0.9560629104,0.8463,0.629317,-0.005475,0.031308,1
660010,9.571624476,10.14716055,10.24950652,11.30656474,-18.5172,-0.4069078771,-10.31958013,-0.5755360721,-1.734940267,-1.057058221,156.6920075,809.8916178,0.6106096012,0.5422179899,0.5153265098,0.8812757665,0.8938543871,0.7317390507,0.3276081164,0.5769680937,0.647567326,1.300429,0.772005,-0.001055,0.033602,1
665143,9.471500072,10.23017668,10.2999596,11.28873669,-18.9878,-0.3380528289,-9.847796044,-0.7586766045,-1.817236615,-0.9887770893,187.0925224,135.4710327,0.7419930028,0.4617150814,0.3069392501,0.9680499161,0.9518255504,0.5639175419,-0.1481800159,0.5615019448,0.7737894978,,,,,1
666051,9.381048384,10.34762935,10.39216865,11.29017271,-18.4835,-0.1887808734,-10.02603003,-0.9665809649,-1.909124327,-0.8980040614,425.0219145,646.5875558,0.1987037961,0.2988036623,0.628764198,0.613048079,0.7012643388,0.7815082304,0.2656848937,0.6513794882,0.997414651,0.771379,0.574382,-0.018362,0.045995,1
666529,9.569596667,10.17968723,10.27500296,11.27745938,-19.0511,-0.4459511297,-9.948828897,-0.6100905594,-1.707862709,-1.002456415,119.7014104,143.299253,0.2355669117,0.2555298675,0.4761207405,,,,0.3863039124,0.669776688,0.809246614,1.432835,0.808534,0.000677,0.063994,1
667375,9.5382123,10.18523944,10.2735208,11.31409415,-18.9,-0.1474622762,-9.99468063,-0.6470271368,-1.775881855,-1.040573356,100.179254,369.0007427,0.9000883323,0.530002497,0.2082330252,0.915975519,0.863005385,0.5173872097,-0.1299821801,0.8167998316,1.118060226,1.23609,0.752131,-0.00296,0.057577,1
668241,9.123043824,9.901350719,9.968275277,10.79392396,-18.3313,-0.7001148254,-10.01611216,-0.7783068953,-1.670880135,-0.8256486817,24.36137609,266.6720534,0.2314392527,0.2416770647,0.4538628157,,,,0.09273649096,0.7807062546,0.864213079,0.017402,0,-0.014464,-0.139134,1
668367,9.591767931,10.25205965,10.33793125,11.29983667,-18.8656,-0.9723327215,-10.034847,-0.6602917167,-1.708068739,-0.9619054208,404.2865793,458.1497175,0.0937287876,0.1750480086,0.5528503951,0.1218101895,0.2612693695,0.7267648374,0.3441624121,0.6617056392,0.9175084011,1.454189,0.802422,-0.009094,0.038825,1
669087,9.369547905,10.30985389,10.35702533,11.25859314,-18.9953,-0.3789896417,-9.70957849,-0.9403059807,-1.889045234,-0.9015678116,359.9941526,259.5079469,0.5116973608,0.4513845997,0.49415072,0.7817237246,0.8464031601,0.8398456738,0.3785160679,0.6703907828,0.8056529973,,,,,1
670485,9.381702081,10.30528418,10.35420697,11.20171054,-18.9907,0.1495419774,-9.724039215,-0.9235820963,-1.82000846,-0.8475035741,287.0863855,344.0946675,0.6500506825,0.3064777644,0.2362363538,0.9381240872,0.8017450879,0.3445151478,0.2295203595,0.6736435487,0.8644362056,,,,,1
670850,9.575171438,10.02933419,10.16012734,11.31773661,-18.875,-0.7823847834,-9.963111655,-0.4541627548,-1.742565176,-1.157609278,34.46396232,123.1755958,0.5081081418,0.4497333545,0.4954287192,,,,-0.1938101525,0.8783923882,1.021443694,0.477425,0.397661,0.020079,0.022266,1
671001,9.500751679,10.2215439,10.29716341,11.23750447,-18.9747,-0.3100049198,-9.879971429,-0.7207922177,-1.736752788,-0.9403410605,35.94916789,194.1994509,0.7145377082,0.6016061187,0.4760360609,0.9942873069,0.9782731816,0.357670769,0.1769921462,1.367689521,1.098314503,0.280604,0.235963,0.000505,0.004167,1
671402,9.553917489,10.24482513,10.32536054,11.27434262,-19.0276,0.08934255697,-9.907375555,-0.6909076378,-1.720425127,-0.948982079,377.853339,516.007308,0.104308157,0.1858724404,0.5543320106,0.5562572617,0.694676245,0.8625545343,0.3144128063,0.6590215655,0.9617421254,0.562794,0.476947,-0.004794,0.025703,1
671746,9.534085627,10.20072539,10.28546492,11.28432596,-18.8575,-0.6675138914,-10.17602318,-0.6666397647,-1.750240334,-0.9988610365,154.8108082,517.8843057,0.1296529635,0.1583042018,0.4153924037,0.9432937352,0.8882623193,0.4741353055,-0.1044499679,0.996537207,1.142823685,0.178879,0.149074,0.005375,0.013916,1
672041,9.464373944,10.23090953,10.29953485,11.24940548,-18.9264,-1.083663722,-9.797214355,-0.7665355908,-1.785031537,-0.9498706345,279.2631676,272.8604056,0.1124898934,0.1594419415,0.4536533411,0.862462859,0.8166890213,0.5651477187,0.2718510906,0.6156679616,0.9763449048,0.91304,0.662072,-0.009756,0.0383,1
672955,9.446703935,10.25672663,10.31926107,11.22974305,-18.8272,-0.8834724598,-9.97475834,-0.8100226919,-1.78303912,-0.9104819858,341.1228628,352.7108909,0.02553700107,0.06600961395,0.4086515575,0.3128171863,0.4193834927,0.6847114806,0.2839704373,0.6567567747,0.8502909756,1.212816,0.722088,-0.010605,0.027592,1
673164,9.478154353,10.18927971,10.26645855,11.27578769,-18.7854,-1.024298259,-9.909824707,-0.7111253594,-1.797633337,-1.009329145,249.4475246,477.075495,0.2496301741,0.3279527806,0.6018790792,0.9075178247,0.8907663271,0.6257027012,0.2514811511,0.6991096467,0.966643134,0.701984,0.542157,0.000575,0.036839,1
673249,9.48386881,10.05225167,10.15610927,11.26769208,-18.6635,-0.8743678662,-10.06892052,-0.5683828621,-1.783823266,-1.111582804,140.8533677,167.1119097,0.3981806449,0.3525479815,0.4631600587,0.9461649843,0.9494583146,0.7215111574,0.3722477951,0.5050208551,0.652545326,1.782077,0.853312,-0.003761,0.034321,1
673572,9.571644326,10.18556952,10.28013228,11.25608238,-18.3349,-0.184073393,-10.54016719,-0.613925192,-1.684438059,-0.9759501022,293.5946555,331.2139529,0.3729891418,0.241574878,0.3227738868,0.9035975493,0.8321427733,0.4901225476,0.3391534217,0.5215201424,0.6546109484,0.903951,0.652472,-0.007364,0.030791,1
674132,9.593234131,10.17217072,10.27380496,11.2629546,-19.0307,-0.8047683933,-9.877299278,-0.5789365921,-1.669720464,-0.989149636,152.8627481,228.5470024,0.3929748686,0.3582368397,0.4768876192,0.9312388176,0.8774264275,0.4970178175,0.2722042225,0.6768871399,0.8792760485,1.589135,0.828426,-0.007789,0.050736,1
674297,9.460797506,10.16095938,10.23994221,11.25941498,-18.7756,-0.1023440703,-9.938455011,-0.7001618771,-1.798617477,-1.019472773,68.01661419,315.2334726,0.3972781993,0.3139235561,0.4072524307,,,,-0.2113069413,0.8741019738,0.9866194094,1.075397,0.7113,0.01151,0.047876,1
674596,9.461676269,10.1018759,10.19142124,11.21071444,-18.8427,-0.8061583686,-9.784320294,-0.6401996312,-1.749038168,-1.019293197,84.40456849,341.7826603,0.9000294388,0.6792233178,0.308435722,,,,-0.4989340935,0.6656217972,1.182567232,0.272096,0.246012,-0.001319,0.036086,1
676011,9.539925727,10.11030891,10.21374182,11.27439188,-18.742,-0.211323591,-9.945481241,-0.5703831809,-1.734466151,-1.060650059,72.08589302,242.1931304,0.4073279191,0.4301617198,0.5747758604,,,,0.2981377314,0.5873627877,0.8581637096,0.846799,0.622638,0.002283,0.040987,1
676623,9.378000221,10.237143,10.29340399,11.24689819,-18.6045,-0.3970999632,-9.846954537,-0.8591427782,-1.868897969,-0.9534941969,184.7773393,740.7174597,0.207308919,0.2927978278,0.5987889027,,,,0.3032444386,0.6662340051,0.9460254065,0.334947,0.307223,0.004323,0.028866,1
676695,9.538647983,10.12462601,10.22480041,11.24851089,-18.9375,-0.08215654689,-9.856942842,-0.5859780288,-1.709862904,-1.023710475,183.4173547,411.7607961,0.3009003289,0.3095087186,0.4961326497,0.6569231062,0.7391108541,0.7929693617,0.2964996144,0.6683581083,0.97599954,0.484937,0.421145,-0.00224,0.038642,1
677229,9.381351002,10.22445654,10.28269805,11.21064087,-18.6449,-1.373545731,-9.869283272,-0.8431055401,-1.829289872,-0.9279428218,177.4887507,459.0661876,0.2944813961,0.2987115852,0.4844764603,,,,0.09637207957,0.6435470435,0.7980563275,1.433373,0.789259,-0.003899,0.008642,1
677311,9.480931302,10.16797151,10.24916395,11.22872914,-19.0266,-0.1230961407,-9.820955236,-0.6870402046,-1.747797834,-0.9795651869,413.0793756,445.072381,0.4598578321,0.3870596462,0.4549497882,0.8602313405,0.8429434084,0.6315556206,0.3127316601,0.6272131466,0.8601304735,0.600094,0.492941,-0.009991,0.045018,1
677605,9.513001822,10.0345977,10.14883743,11.24952729,-18.4344,-0.3081035062,-10.06500548,-0.5215958739,-1.736525468,-1.100689858,77.15178049,365.8112237,0.7598869421,0.6215656624,0.4460236377,0.9767723767,0.9640067528,0.5591183888,0.3823281128,0.6634780397,0.8488161951,1.07375,0.716193,-0.005331,0.036876,1
678193,9.499276927,10.13679441,10.22684074,11.24362979,-18.8641,-1.287377846,-9.941814239,-0.6375174815,-1.744352868,-1.016789056,177.2318612,124.0720445,0.5161528211,0.3505248962,0.3623691956,0.26344101,0.4031075895,0.7365284643,0.03620317388,0.7909649063,1.01397378,1.728267,0.845596,-0.002923,0.022339,1
678504,9.415163121,10.26238366,10.32011086,11.20996451,-18.5988,0.04167578286,-9.919059971,-0.8472205437,-1.794801386,-0.8898536415,229.2690818,357.727616,0.219690815,0.2465528923,0.479463742,0.9102638027,0.8704109506,0.5551008219,0.08508436799,0.6377462155,1.051865121,0.406143,0.328111,0.02256,0.028163,1
679171,9.046355467,10.19433298,10.22417315,11.22643989,-18.3311,-0.4223419023,-9.449181528,-1.147977513,-2.180084418,-1.002266736,109.2928835,454.3119107,0.6628948866,0.5004332866,0.4121937792,0.9971758172,0.9935793289,0.4673649174,-0.4862460857,0.7454983332,0.7518299757,0.922022,0.614814,-0.024333,-0.029685,1
679408,9.412018831,10.26110397,10.31859953,11.20520394,-18.792,0.1179314554,-9.81991761,-0.8490851371,-1.79318511,-0.8866044159,302.2712488,575.9908088,0.3089991196,0.2608156798,0.4040100818,0.9677426578,0.7528428759,0.208824107,0.2056213173,0.8033678693,0.8148355016,1.196318,0.735895,-0.005339,0.032358,1
679598,9.347571161,9.965538424,10.05931325,11.17906735,-18.3616,-0.6482697459,-9.948704489,-0.6179672621,-1.831496186,-1.119754095,86.82456483,158.3637278,0.7487264188,0.6303351923,0.4703713763,,,,0.2299097369,0.5066067939,1.080359766,0.788584,0.580276,-0.006915,0.021372,1
681410,9.579830673,10.12502078,10.23391615,11.19892887,-19.0607,0.2277063212,-9.963469656,-0.545190103,-1.619098192,-0.965012716,196.9792664,324.5646953,0.3697566275,0.3190831519,0.4395587269,0.6870598406,0.7017566029,0.6647919231,0.3381312672,0.6485493277,0.8541232057,,,,,1
681560,9.543821216,10.11374922,10.21727864,11.20463444,-19.0606,-0.7003824152,-9.773268161,-0.5699280081,-1.660813223,-0.9873558009,171.9530246,347.2234396,0.2540479033,0.2016500522,0.3527851903,0.9099664438,0.7867942658,0.4009719422,-0.0049556866,0.7928179365,0.8691090054,1.66908,0.833042,-0.005922,0.021079,1
681877,9.437991401,10.08138311,10.17033549,11.24761752,-18.2556,-1.068815291,-10.30177199,-0.6433917124,-1.809626116,-1.07728203,138.6188334,365.6642841,0.4960461367,0.3576119934,0.3859756294,0.812206353,0.8356207476,0.7314783761,0.405800883,0.6157993619,0.8140296714,0.949138,0.686305,-0.002341,0.033957,1
683172,9.37898085,10.19611571,10.25770311,11.18894374,-18.8741,-0.0438233523,-9.721584583,-0.8171348585,-1.809962886,-0.9312406225,409.3248609,503.2773547,0.1080352462,0.19691517,0.5771090592,0.3260971415,0.4757016331,0.7774478452,0.1994761248,0.8081753296,0.8498615384,0.952806,0.596117,0.036003,0.023036,1
683329,9.362724453,10.15435999,10.21940589,11.22362247,-18.2507,-1.039359742,-10.09064834,-0.7916355345,-1.86089802,-1.004216578,111.2180677,503.9676836,0.3220393812,0.3224718761,0.4942909967,0.9371206283,0.9200526979,0.6082898509,0.09506341757,0.8582846162,1.015140027,0.429863,0.370841,0.006698,0.022306,1
683428,9.499415642,10.01605232,10.13144413,11.21702133,-18.8616,-0.9738152097,-10.0015534,-0.5166366754,-1.717605683,-1.085577195,106.4306235,105.0883741,0.2896355493,0.3142116934,0.5183335488,,,,0.5608667024,0.5857687811,0.6930542581,1.637136,0.82915,0.005903,0.046092,1
683528,9.490389493,10.07553037,10.17587735,11.21747198,-19.0319,-1.101743009,-9.788155468,-0.5851408788,-1.727082487,-1.041594631,151.7083128,264.6773315,0.442638877,0.3359405103,0.4002293033,0.712415516,0.7017426239,0.6258227726,0.2725746782,0.6596374311,0.8183273822,,,,,1
684015,9.585958767,9.912670339,10.08036869,11.23572613,-18.5866,-1.594064291,-10.3964067,-0.3267115719,-1.649767364,-1.155357444,9.973599534,139.9710516,0.2671808022,0.2790454991,0.4812534885,,,,-0.391861342,0.8263209039,0.9503715772,0.663083,0.54487,0.00298,0.04785,1
684063,9.476697446,10.11820975,10.20751082,11.21388091,-18.6551,-0.4503055556,-10.02185259,-0.6415123053,-1.737183467,-1.006370095,144.4326796,451.7262793,0.152088838,0.2137749728,0.5167028344,0.8704949682,0.7440193849,0.4295020556,0.1800036366,0.8311765263,0.9279002186,0.348706,0.298806,0.008267,0.034285,1
684847,9.353351674,10.20576321,10.26284768,11.1840554,-18.6493,-0.01539705025,-9.920765564,-0.8524115364,-1.830703728,-0.9212077246,334.2577253,511.1344933,0.2829410371,0.3077771453,0.5149629599,0.8279584771,0.8493934038,0.733642692,0.3977657389,0.5884861879,0.8973494196,0.458027,0.402967,-0.003018,0.034268,1
685002,9.46975091,10.03973344,10.14325129,11.21797692,-18.9281,-0.4326772161,-9.764925444,-0.569982525,-1.748226009,-1.074725633,87.32575444,322.8135217,0.4050045775,0.3587819389,0.4658860032,0.9586750857,0.9148760387,0.4704746939,-0.006441649307,0.8678299915,1.037095157,0.61771,0.470854,0.002701,0.04514,1
685549,9.414605428,10.0275274,10.12228664,11.2260633,-18.4707,-1.945062325,-10.09229308,-0.612921972,-1.811457868,-1.103776655,37.83084725,191.9185529,0.4724636969,0.3686974709,0.419121187,0.998613876,0.9862407564,0.2222654502,0.1539945608,0.7743490717,0.9059049553,0.559845,0.470828,0.003067,0.025106,1
685596,9.434924834,10.1641204,10.23840789,11.18908797,-18.963,-0.02250281059,-9.746673245,-0.7291955675,-1.754163135,-0.9506800807,150.2379225,344.6060448,0.3207282769,0.298056865,0.4544168711,0.8184881456,0.7632318631,0.5562710414,0.1489016762,0.866073507,0.8587848637,0.854924,0.541529,-0.060105,0.007841,1
686043,9.411729681,10.08934654,10.17216035,11.20765215,-18.8002,-0.9468225628,-9.717323689,-0.677616856,-1.79592247,-1.035491803,144.6588325,249.5223842,0.5395377769,0.4455220485,0.4597278087,0.8664166779,0.836621726,0.5997011007,0.3624819607,0.5827384235,0.8526210063,0.975491,0.587192,-0.004971,0.041781,1
686379,9.495790632,10.01894388,10.1328239,11.2029836,-18.8897,-2.189269191,-9.86913313,-0.5231532479,-1.70719297,-1.070159702,134.6713783,192.3482458,0.5477883024,0.4578521512,0.4679227575,0.8331182897,0.8796086734,0.8275785383,0.4949168416,0.5934815459,0.7967993664,,0.707107,,,1
686870,9.465727078,10.01313599,10.12154026,11.19587018,-18.4957,-0.1070552866,-10.10939904,-0.5474089089,-1.730143104,-1.074329922,70.54169974,233.5739469,0.8678873516,0.4891806337,0.2188277567,,,,0.2117467159,0.7775718445,0.8899172109,0.785283,0.599901,-0.007641,0.036141,1
687522,9.311732796,10.1444517,10.20401047,11.16233846,-18.9672,-0.5334804958,-9.530839687,-0.8327188998,-1.850605668,-0.958327994,231.1850856,282.6825307,0.2349681739,0.2688519106,0.5036631924,0.2645794947,0.2852572617,0.4961997898,0.07700086651,0.7188942294,1.020026009,,,,,1
688644,9.473072052,10.08558397,10.18042363,11.17416586,-18.9972,-0.2158700748,-9.792754673,-0.6125119212,-1.701093809,-0.9937422343,211.7975177,280.6613866,0.1262192218,0.2113857648,0.5690372444,0.7758635938,0.8354055464,0.8169345266,-0.3641916327,0.6765996077,1.535436638,,,,,1
690177,9.540628042,9.98193631,10.11610894,11.17894365,-18.6252,-0.2379987827,-10.03883644,-0.4413082675,-1.638315608,-1.062834708,110.8717679,54.56023652,0.4171770789,0.4101615667,0.5315719852,,,,0.1208314908,0.6267700224,0.7658364696,1.431504,0.810735,0.002119,0.042265,1
692413,9.576069635,10.03479988,10.16440989,11.12732227,-18.55,-0.0287239308,-10.21800528,-0.4587302428,-1.551252634,-0.9629123749,98.92194785,156.3361216,0.2988956781,0.2783534486,0.4438542337,0.7842745361,0.8369793032,0.8021542027,0.5454420291,0.6359288834,0.6677871969,1.473527,0.810971,0.001353,0.034101,1
692471,9.410935322,10.08343034,10.16713768,11.16058371,-18.4878,0.09201862749,-9.903974587,-0.6724950157,-1.749648388,-0.993446025,162.649975,284.3998963,0.2377729864,0.2321511674,0.4273285637,0.9515322941,0.9058110166,0.4825164154,0.03379030917,0.8471552981,1.088249662,0.844306,0.610153,0.00515,0.040338,1
692997,9.463986255,9.957079851,10.07808024,11.17399663,-18.667,-0.002728746268,-9.886270472,-0.4930935958,-1.710010371,-1.095916391,123.8888385,258.3164526,0.8029225258,0.4029960524,0.2181552349,0.9815179052,0.9348894947,0.3614374473,-0.2913809509,0.7152710109,0.888187827,1.58488,0.845299,0.000673,0.043484,1
693110,9.503250806,9.902725866,10.04841587,11.17200532,-18.2876,-0.6589492601,-10.43404166,-0.3994750603,-1.668754511,-1.123589448,48.55524231,209.254146,0.2583409541,0.2645646304,0.464830408,0.9913068041,0.9749725523,0.4106664899,-0.5392366584,0.7454493472,1.055881543,0.420892,0.391652,-0.010215,0.038589,1
693433,9.393537814,9.954891136,10.06025345,11.17367711,-18.5148,-0.5606983114,-9.864086926,-0.561353322,-1.780139292,-1.113423658,99.12804126,187.6147175,0.2369723476,0.2936633906,0.5512576251,0.4539734254,0.6041423256,0.8314573066,0.3771427972,0.6885783263,0.8759778983,1.456603,0.813851,-0.006917,0.034376,1
693522,9.534100055,10.04739104,10.16356581,11.11765299,-19.0096,-0.1469790947,-9.898805348,-0.5132909834,-1.583552936,-0.9540871785,118.7838406,257.5441399,0.1299537249,0.1553687075,0.4069550841,0.5915463041,0.6825195057,0.7759853678,0.1699555234,0.7312455924,1.019491841,1.2814,0.760966,0.000581,0.065983,1
695893,9.476190803,9.985451353,10.10257548,11.12390243,-18.3438,-0.07227973289,-10.25516278,-0.5092605506,-1.647711625,-1.021326947,41.78439908,385.7914371,0.4119837024,0.3303277872,0.4181087929,0.9505322638,0.9272164594,0.5647768439,0.3050356165,0.6780203717,0.8878882213,0.466366,0.390758,0.005023,0.032808,1
696077,9.320506239,9.943616051,10.03639693,11.1690915,-18.5178,-1.473931453,-9.773800745,-0.6231098126,-1.84858526,-1.132694568,94.86118703,149.6031127,0.1388426852,0.2256847528,0.576944008,0.6672108858,0.7617366625,0.8303453277,0.4530444039,0.6054839158,0.8161103566,1.369845,0.793943,0.004848,0.032776,1
697154,9.237539454,9.562536174,9.730784569,10.73685175,-18.6617,-0.1623017076,-9.55014428,-0.3249967201,-1.499312293,-1.006067179,7.652898854,103.1567702,0.6598490773,0.3623775428,0.2791542572,,,,0.2506087524,0.9636341318,0.8037911434,0.139144,0.15639,0.002374,0.018474,1
698786,9.48321031,9.94575945,10.07438731,11.1258289,-18.564,-0.3667377128,-10.02809277,-0.4625491393,-1.642618588,-1.051441589,183.7976763,275.8247063,0.1380261433,0.2313317001,0.594216223,0.4911639029,0.6551867845,0.8827249624,0.4042897207,0.658101887,0.8251653902,,,,,1
700169,9.458088196,9.917671078,10.04706125,11.12461277,-18.4563,0.1381795365,-10.13277166,-0.4595828815,-1.666524574,-1.077551517,126.8288076,145.981718,0.3339095932,0.2885403,0.4256321891,0.523568081,0.5309436156,0.597681926,0.1605254942,0.7616408452,0.89463684,1.045791,0.6824,-0.006867,0.025881,1
702094,9.388299048,9.910708519,10.02476021,11.09773404,-18.4025,-1.546106304,-10.02664675,-0.5224094712,-1.709434997,-1.072973835,59.49301562,114.7947476,0.1968686602,0.2589086072,0.5414003051,,,,0.2670018304,0.7963680648,0.8902255221,1.051433,0.719641,-0.009901,0.050836,1
703083,9.411569491,9.911019826,10.030483,11.10729474,-18.6926,-0.1573395459,-9.848443343,-0.4994503355,-1.695725246,-1.07681174,132.3152044,235.6159276,0.7403479512,0.4427533817,0.2924287401,0.9790581072,0.927806402,0.3637307722,0.1874882326,0.5731745831,0.7587061942,1.853242,0.871123,0.004059,0.040895,1
703372,9.411622097,9.881622109,10.00835213,11.11608628,-18.1693,-0.3698013547,-10.18481347,-0.4700000118,-1.70446418,-1.107734144,52.33835346,45.46794942,0.2748114038,0.3306645953,0.5691668595,0.8370916069,0.8389058787,0.6799529734,0.1667351034,0.6721959405,1.049492033,0.658908,0.526819,-0.004295,0.024949,1
704646,9.480668274,9.981613999,10.10071802,11.05793288,-18.7221,0.03597188199,-9.838098903,-0.5009457251,-1.577264601,-0.9572148534,201.1625774,187.6157032,0.6568115691,0.333024015,0.2552979866,0.4321599185,0.5984509097,0.8562495109,0.3469589859,0.7195161074,0.853904286,,,,,1
706344,9.42180951,9.831104113,9.974018158,11.09187361,-18.677,0.2009236444,-9.838381743,-0.4092946028,-1.670064096,-1.117855448,124.9721035,120.4487932,0.2712302523,0.3159432069,0.5458464282,0.7008890851,0.7665623897,0.7798105119,0.3603813845,0.6836907941,0.8366720152,,,,,1
707337,9.322251607,10.08549177,10.15460032,11.03022103,-18.5103,-0.1525693279,-9.84821901,-0.7632401632,-1.707969419,-0.8756207089,267.2550763,269.2084911,0.09116963968,0.1384622572,0.4414192095,0.6254695536,0.643743837,0.6509614937,0.3361391321,0.6123884659,0.9259254218,0.32175,0.292816,0.000198,0.032845,1
707839,9.2222101,9.765240856,9.874616048,11.12117027,-17.7922,-1.410613381,-10.24114117,-0.5430307557,-1.898960175,-1.246554227,77.25305035,254.46769,0.3708026626,0.4388781776,0.6362465059,,,,0.2583113067,0.7015645041,0.9635876716,0.347691,0.309034,0.003037,0.030543,1
714559,9.342159018,9.760583104,9.900956465,11.06599379,-17.9852,0.1636464436,-10.10447205,-0.4184240855,-1.723834769,-1.165037322,73.55769303,116.2100266,0.0968726535,0.132121849,0.4069795411,0.9290982294,0.7531283334,0.3162454106,0.02437388677,0.966806336,1.008467441,0.95204,0.648465,0.000806,0.040033,1
717499,9.510699207,9.797684508,9.978507977,11.00030088,-18.8068,-0.6006416793,-9.939549612,-0.2869853009,-1.489601672,-1.021792902,96.61246337,62.64697972,0.1557391661,0.216240615,0.5156743601,0.5556827429,0.6721457828,0.8117441319,0.2356494537,0.7903933232,0.9459698149,1.777495,0.855066,-0.006663,0.07225,1
720461,9.208737487,9.806993706,9.904667144,11.0072214,-17.7599,-0.6114861323,-10.24158936,-0.5982562186,-1.798483914,-1.102554258,11.8751504,143.4622108,0.4597580007,0.4236151216,0.5069304666,,,,0.1093694584,0.8866663852,0.9513814406,0.061402,0.061044,-0.002095,0.023692,1
731598,9.284222381,9.952076612,10.03660111,10.83205353,-18.7143,-0.2458098263,-9.745217834,-0.6678542307,-1.547831151,-0.7954524206,96.56066622,141.7033332,0.48726294,0.2345670293,0.247526506,0.9145762985,0.9179803627,0.7073455286,0.2715182689,0.7069659075,0.9798491746,0.31346,0,-0.073698,0.091185,1
732116,9.334682171,9.935695443,10.032815,10.84248646,-18.645,0.09607819599,-9.800587497,-0.6010132717,-1.507804293,-0.8096714621,118.766148,139.3814106,0.9016809091,0.2351653355,0.0798949751,0.9772493842,0.9146020895,0.3451144771,-0.2099486614,0.8458879653,1.260342441,0.294073,0,0.071593,0.07716,1
